QUERY_ID,QUERY_TEXT,BEST_MATCH_SCORE,MATCHED_VERIFIED_QUERY,MATCH_STATUS
2000,各都道府県のTravelカテゴリへの支出額を比較したい,0.178571,延滞しているユーザーの属性（年齢、収入、職業など）とクレジットカード決済による取引カテゴリーの関係性を分析したい,NO_MATCH
2001,地方別（関東、関西、中部など）の購買傾向の違いは？,0.160000,売上が少ない地域の特徴は？,NO_MATCH
2002,県庁所在地とその他の地域で購買行動に違いはありますか？,0.172414,一番取引が多いユーザは誰で、どのような取引をしていますか？,NO_MATCH
2003,過去6ヶ月間の取引データから売上トレンドを分析したい,0.250000,クレジットカードの延滞がある人とない人の特徴を分析したい,SIMILAR
2004,2024年上半期の売上を前年同期と比較したい,0.181818,延滞ユーザーの年齢分布を把握したい,NO_MATCH
2005,月次の取引件数の成長率を教えてください,0.421053,学歴別の平均取引額を教えてください,SIMILAR
2006,日次の売上変動パターンを知りたい,0.176471,延滞ユーザーの年齢分布を把握したい,NO_MATCH
2007,週次の取引額推移を分析したい,0.294118,学歴別の平均取引額を教えてください,SIMILAR
2008,特定の週に売上が急増した理由を調べたい,0.157895,売上が少ない地域の特徴は？,NO_MATCH
2009,取引日と曜日の関係を詳細に分析したい,0.222222,延滞ユーザーの年齢分布を把握したい,SIMILAR
2010,祝日の前後での購買行動の変化は？,0.187500,売上が少ない地域の特徴は？,NO_MATCH
2011,連休中の取引パターンを知りたい,0.235294,学歴別の平均取引額を教えてください,SIMILAR
2012,月末と月初で顧客の購買行動に違いはありますか？,0.172414,一番取引が多いユーザは誰で、どのような取引をしていますか？,NO_MATCH
2013,給料日（25日前後）の取引動向を分析したい,0.238095,延滞ユーザーの年齢分布を把握したい,SIMILAR
2014,ボーナス月（6月、12月）の高額取引の増加率は？,0.137931,一番取引が多いユーザは誰で、どのような取引をしていますか？,NO_MATCH
2015,年度末（3月）の取引の特徴は？,0.333333,売上が少ない地域の特徴は？,SIMILAR
2016,新年度開始（4月）の購買傾向は？,0.187500,売上が少ない地域の特徴は？,NO_MATCH
2017,梅雨時期（6月）のカテゴリ別売上は？,0.222222,Food & Drinkカテゴリの売上推移の分析結果は,SIMILAR
2018,猛暑日の取引への影響を分析したい,0.285714,クレジットカードの延滞がある人とない人の特徴を分析したい,SIMILAR
2019,台風接近時の購買行動の変化は？,0.200000,売上が少ない地域の特徴は？,NO_MATCH
2020,雪の日の取引数は平常時と比べてどうですか？,0.296296,マルチデバイスユーザーの延滞率は他と比べて低いですか？,SIMILAR
2021,クレジットカード決済の平均取引額の推移を知りたい,0.428571,クレジットカードの延滞がある人とない人の特徴を分析したい,SIMILAR
2022,モバイル決済の利用率の月次推移は？,0.185185,マルチデバイスユーザーの延滞率は他と比べて低いですか？,NO_MATCH
2023,現金決済の割合は減少していますか？,0.275862,一番取引が多いユーザは誰で、どのような取引をしていますか？,SIMILAR
2024,決済方法の多様化が進んでいますか？,0.241379,一番取引が多いユーザは誰で、どのような取引をしていますか？,SIMILAR
2025,新しい決済方法の導入効果を測定したい,0.277778,延滞ユーザーの年齢分布を把握したい,SIMILAR
2026,決済エラー率を決済方法別に比較したい,0.222222,延滞ユーザーの年齢分布を把握したい,SIMILAR
2027,決済完了までの平均時間を知りたい,0.235294,延滞ユーザーの年齢分布を把握したい,SIMILAR
2028,決済方法と取引完了率の関係は？,0.200000,売上が少ない地域の特徴は？,NO_MATCH
2029,分割払いの利用状況を分析したい,0.294118,延滞ユーザーの年齢分布を把握したい,SIMILAR
2030,一括払いと分割払いの顧客特性の違いは？,0.210526,売上が少ない地域の特徴は？,SIMILAR
2031,リボ払いを利用する顧客の属性は？,0.187500,売上が少ない地域の特徴は？,NO_MATCH
2032,ボーナス一括払いの利用傾向は？,0.200000,売上が少ない地域の特徴は？,NO_MATCH
2033,決済手数料が高い取引の特徴は？,0.400000,売上が少ない地域の特徴は？,SIMILAR
2034,キャッシュレス比率を地域別に比較したい,0.157895,延滞ユーザーの年齢分布を把握したい,NO_MATCH
2035,QRコード決済の普及状況は？,0.142857,売上が少ない地域の特徴は？,NO_MATCH
2036,非接触決済の利用率は？,0.153846,売上が少ない地域の特徴は？,NO_MATCH
2037,オンライン決済とオフライン決済の比率は？,0.150000,売上が少ない地域の特徴は？,NO_MATCH
2038,決済方法と顧客満足度の関連性は？,0.187500,売上が少ない地域の特徴は？,NO_MATCH
2039,決済トラブルが多い時間帯はいつですか？,0.185185,マルチデバイスユーザーの延滞率は他と比べて低いですか？,NO_MATCH
2040,決済成功率を向上させる施策は？,0.133333,売上が少ない地域の特徴は？,NO_MATCH
2041,取引のQuantityフィールドの分布を教えてください,0.296296,学歴別の平均取引額を教えてください,SIMILAR
2042,Quantityが2以上の取引の割合は？,0.200000,売上が少ない地域の特徴は？,NO_MATCH
2043,まとめ買い（Quantity≥3）する顧客の特徴は？,0.192308,売上が少ない地域の特徴は？,NO_MATCH
2044,単品購入（Quantity=1）が多いカテゴリは？,0.269231,Food & Drink購入者が次に買うカテゴリは？,SIMILAR
2045,Quantityと取引額の相関を分析したい,0.285714,クレジットカードの延滞がある人とない人の特徴を分析したい,SIMILAR
2046,大量購入する顧客の年齢層は？,0.214286,売上が少ない地域の特徴は？,SIMILAR
2047,少量購入が多い顧客の属性は？,0.285714,売上が少ない地域の特徴は？,SIMILAR
2048,Quantityの平均値を顧客セグメント別に知りたい,0.153846,学歴別の平均取引額を教えてください,NO_MATCH
2049,UNITフィールドと取引額の関係を分析したい,0.321429,クレジットカードの延滞がある人とない人の特徴を分析したい,SIMILAR
2050,UNITが大きい取引の商品カテゴリは？,0.263158,売上が少ない地域の特徴は？,SIMILAR
2051,UNITの分布を可視化したい,0.352941,延滞ユーザーの年齢分布を把握したい,SIMILAR
2052,AMOUNTとUNITの比率から単価を算出できますか？,0.148148,マルチデバイスユーザーの延滞率は他と比べて低いですか？,NO_MATCH
2053,Unit価格が高い取引の特徴は？,0.375000,売上が少ない地域の特徴は？,SIMILAR
2054,Unit価格が低い取引が多いカテゴリは？,0.269231,Food & Drink購入者が次に買うカテゴリは？,SIMILAR
2055,同じカテゴリ内でのUnit価格のばらつきは？,0.136364,売上が少ない地域の特徴は？,NO_MATCH
2056,Unit価格の変動を時系列で追跡したい,0.210526,延滞ユーザーの年齢分布を把握したい,SIMILAR
2057,LOCATIONフィールドの都道府県別集計をしたい,0.200000,延滞ユーザーの年齢分布を把握したい,NO_MATCH
2058,取引が発生した場所と顧客居住地の関係は？,0.200000,売上が少ない地域の特徴は？,NO_MATCH
2059,居住地と異なる場所での取引の割合は？,0.222222,売上が少ない地域の特徴は？,SIMILAR
2060,出張や旅行と思われる取引パターンを特定したい,0.181818,延滞ユーザーの年齢分布を把握したい,NO_MATCH
2061,都道府県間の取引の流れを可視化したい,0.222222,延滞ユーザーの年齢分布を把握したい,SIMILAR
2062,クロスリージョン取引の特徴を分析したい,0.392857,クレジットカードの延滞がある人とない人の特徴を分析したい,SIMILAR
2063,観光地での取引が多い顧客の特徴は？,0.352941,売上が少ない地域の特徴は？,SIMILAR
2064,ビジネス街での取引パターンは？,0.172414,一番取引が多いユーザは誰で、どのような取引をしていますか？,NO_MATCH
2065,住宅街での取引の時間帯傾向は？,0.172414,一番取引が多いユーザは誰で、どのような取引をしていますか？,NO_MATCH
2066,商業施設での取引が多い曜日は？,0.206897,一番取引が多いユーザは誰で、どのような取引をしていますか？,SIMILAR
2067,AREAとLOCATIONが一致する取引の割合は？,0.160000,売上が少ない地域の特徴は？,NO_MATCH
2068,地元での消費が多い顧客層は？,0.142857,売上が少ない地域の特徴は？,NO_MATCH
2069,県外での取引が多い顧客の属性は？,0.250000,売上が少ない地域の特徴は？,SIMILAR
2070,Travelカテゴリの取引場所の傾向は？,0.222222,Food & Drinkカテゴリの売上推移の分析結果は,SIMILAR
2071,年齢25-34歳の顧客数を正確に教えてください,0.347826,学歴別の平均取引額を教えてください,SIMILAR
2072,35-44歳層と45-54歳層の比較をしたい,0.178571,クレジットカードの延滞がある人とない人の特徴を分析したい,NO_MATCH
2073,65歳以上の高齢者の延滞率を詳しく分析したい,0.250000,クレジットカードの延滞がある人とない人の特徴を分析したい,SIMILAR
2074,年齢層を10歳刻みで細分化した分析は可能ですか？,0.208333,世帯年収と個人年収の違いを考慮した分析は？,SIMILAR
2075,最も購買力が高い年齢層を特定したい,0.294118,延滞ユーザーの年齢分布を把握したい,SIMILAR
2076,年齢層の境界付近（例：34歳と35歳）で行動に違いはありますか？,0.156250,一番取引が多いユーザは誰で、どのような取引をしていますか？,NO_MATCH
2077,年齢層別の顧客の増減トレンドを知りたい,0.157895,延滞ユーザーの年齢分布を把握したい,NO_MATCH
2078,若年層（25歳未満）の取り込み状況は？,0.157895,売上が少ない地域の特徴は？,NO_MATCH
2079,中年層（45-54歳）の購買安定性は？,0.157895,売上が少ない地域の特徴は？,NO_MATCH
2080,シニア層（55-64歳）の特徴的な購買パターンは？,0.200000,売上が少ない地域の特徴は？,NO_MATCH
2081,年収300万円未満の顧客の詳細な分析をしたい,0.181818,延滞ユーザーの年齢分布を把握したい,NO_MATCH
2082,年収500-700万円層の主な職業と購買傾向は？,0.125000,売上が少ない地域の特徴は？,NO_MATCH
2083,年収700-1000万円層の存在を確認したい,0.181818,延滞ユーザーの年齢分布を把握したい,NO_MATCH
2084,年収レンジごとの顧客数を正確に教えてください,0.363636,学歴別の平均取引額を教えてください,SIMILAR
2085,世帯年収と個人年収の違いを考慮した分析は？,1.000000,世帯年収と個人年収の違いを考慮した分析は？,EXACT_MATCH
2086,年収とクレジットカード利用額の関係を数値化したい,0.321429,クレジットカードの延滞がある人とない人の特徴を分析したい,SIMILAR
2087,年収層別の貯蓄性向と購買の関係は？,0.190476,世帯年収と個人年収の違いを考慮した分析は？,NO_MATCH
2088,収入が高いほど延滞率は低下しますか？,0.275862,一番取引が多いユーザは誰で、どのような取引をしていますか？,SIMILAR
2089,年収と教育費支出の関連性を見たい,0.190476,世帯年収と個人年収の違いを考慮した分析は？,NO_MATCH
2090,年収アップに伴う購買行動の変化は？,0.190476,世帯年収と個人年収の違いを考慮した分析は？,NO_MATCH
2091,大卒と大学院卒の購買行動の詳細な比較をしたい,0.214286,クレジットカードの延滞がある人とない人の特徴を分析したい,SIMILAR
2092,専門学校卒の職業選択と購買の関係は？,0.166667,売上が少ない地域の特徴は？,NO_MATCH
2093,高卒の顧客の年齢分布を詳しく知りたい,0.388889,延滞ユーザーの年齢分布を把握したい,SIMILAR
2094,学歴不明の顧客への対応方法は？,0.200000,売上が少ない地域の特徴は？,NO_MATCH
2095,学歴と金融リテラシーの関連性は？,0.187500,売上が少ない地域の特徴は？,NO_MATCH
2096,高学歴層のEntertainment支出の特徴は？,0.200000,売上が少ない地域の特徴は？,NO_MATCH
2097,学歴別の情報収集方法の違いは？,0.235294,学歴別の平均取引額を教えてください,SIMILAR
2098,学歴と居住地域の相関を詳細に分析したい,0.214286,クレジットカードの延滞がある人とない人の特徴を分析したい,SIMILAR
2099,学歴が延滞に与える影響の度合いは？,0.235294,売上が少ない地域の特徴は？,SIMILAR
2100,既婚・子供なしの顧客層の特徴は？,0.375000,売上が少ない地域の特徴は？,SIMILAR
2101,既婚・子供ありの世帯の購買パターンは？,0.157895,売上が少ない地域の特徴は？,NO_MATCH
2102,独身で実家暮らしと一人暮らしの違いは推測できますか？,0.230769,世帯年収と個人年収の違いを考慮した分析は？,SIMILAR
2103,離婚や死別など家族構成の変化を捉えられますか？,0.172414,一番取引が多いユーザは誰で、どのような取引をしていますか？,NO_MATCH
2104,家族構成の変化と購買行動の関連性は？,0.166667,売上が少ない地域の特徴は？,NO_MATCH
2105,子供の年齢（乳幼児、学齢期など）による違いは？,0.142857,延滞しているユーザーの属性（年齢、収入、職業など）とクレジットカード決済による取引カテゴリーの関係性を分析したい,NO_MATCH
2106,共働き世帯と専業主婦世帯の購買の違いは？,0.150000,売上が少ない地域の特徴は？,NO_MATCH
2107,三世代同居世帯の購買特性は？,0.214286,売上が少ない地域の特徴は？,SIMILAR
2108,単身世帯の増加トレンドを確認したい,0.235294,延滞ユーザーの年齢分布を把握したい,SIMILAR
2109,家族構成と住宅ローンの関係を推測できますか？,0.206897,一番取引が多いユーザは誰で、どのような取引をしていますか？,SIMILAR
2110,エンジニアの中でも分野（SE、インフラなど）による違いは？,0.142857,延滞しているユーザーの属性（年齢、収入、職業など）とクレジットカード決済による取引カテゴリーの関係性を分析したい,NO_MATCH
2111,主婦層の年齢別の購買傾向は？,0.176471,延滞ユーザーの年齢分布を把握したい,NO_MATCH
2112,無職の顧客の詳細な内訳（学生、年金生活者など）は？,0.120000,売上が少ない地域の特徴は？,NO_MATCH
2113,フリーランスや自営業の顧客の特徴は？,0.277778,売上が少ない地域の特徴は？,SIMILAR
2114,医療従事者の購買パターンは？,0.153846,Food & Drink購入者が次に買うカテゴリは？,NO_MATCH
2115,教育関係者の特徴的な購買は？,0.153846,Food & Drink購入者が次に買うカテゴリは？,NO_MATCH
2116,公務員の顧客の延滞率は？,0.222222,マルチデバイスユーザーの延滞率は他と比べて低いですか？,SIMILAR
2117,製造業従事者の購買時間帯は？,0.153846,Food & Drink購入者が次に買うカテゴリは？,NO_MATCH
2118,サービス業従事者の休日購買は？,0.200000,売上が少ない地域の特徴は？,NO_MATCH
2119,職業の多様性が購買に与える影響は？,0.176471,売上が少ない地域の特徴は？,NO_MATCH
2120,読書以外の趣味（映画、スポーツなど）のデータは？,0.125000,延滞しているユーザーの属性（年齢、収入、職業など）とクレジットカード決済による取引カテゴリーの関係性を分析したい,NO_MATCH
2121,ガーデニング愛好家の季節別購買は？,0.176471,売上が少ない地域の特徴は？,NO_MATCH
2122,音楽ジャンル別の顧客特性は？,0.214286,売上が少ない地域の特徴は？,SIMILAR
2123,アウトドア趣味の顧客の旅行支出は？,0.176471,売上が少ない地域の特徴は？,NO_MATCH
2124,インドア派とアウトドア派の購買の違いは？,0.150000,売上が少ない地域の特徴は？,NO_MATCH
2125,趣味の多様性と購買額の関係は？,0.200000,売上が少ない地域の特徴は？,NO_MATCH
2126,趣味関連商品の購買パターンは？,0.153846,Food & Drink購入者が次に買うカテゴリは？,NO_MATCH
2127,趣味がEntertainmentカテゴリ購買に与える影響は？,0.166667,Food & Drinkカテゴリの売上推移の分析結果は,NO_MATCH
2128,趣味と延滞率の意外な相関はありますか？,0.206897,一番取引が多いユーザは誰で、どのような取引をしていますか？,SIMILAR
2129,複数の趣味を持つ顧客の特徴は？,0.333333,売上が少ない地域の特徴は？,SIMILAR
2130,スマホ中心ユーザーのアプリ利用状況は？,0.222222,マルチデバイスユーザーの延滞率は他と比べて低いですか？,SIMILAR
2131,PC中心ユーザーのブラウザ選好は？,0.222222,マルチデバイスユーザーの延滞率は他と比べて低いですか？,SIMILAR
2132,マルチデバイスユーザーのデバイス切り替えパターンは？,0.481481,マルチデバイスユーザーの延滞率は他と比べて低いですか？,SIMILAR
2133,タブレット利用者の存在は？,0.230769,売上が少ない地域の特徴は？,SIMILAR
2134,デバイスの買い替えサイクルと購買の関係は？,0.222222,マルチデバイスユーザーの延滞率は他と比べて低いですか？,SIMILAR
2135,新機種発売時の購買行動の変化は？,0.187500,売上が少ない地域の特徴は？,NO_MATCH
2136,デバイスのOS（iOS、Android）による違いは？,0.107143,延滞しているユーザーの属性（年齢、収入、職業など）とクレジットカード決済による取引カテゴリーの関係性を分析したい,NO_MATCH
2137,デバイスの画面サイズと購買額の関係は？,0.259259,マルチデバイスユーザーの延滞率は他と比べて低いですか？,SIMILAR
2138,モバイルファーストの顧客の増加トレンドは？,0.148148,マルチデバイスユーザーの延滞率は他と比べて低いですか？,NO_MATCH
2139,デバイス利用と顧客エンゲージメントの関係は？,0.185185,マルチデバイスユーザーの延滞率は他と比べて低いですか？,NO_MATCH
2140,延滞回数の分布を教えてください,0.470588,学歴別の平均取引額を教えてください,SIMILAR
2141,延滞期間の長さを分析したい,0.411765,延滞ユーザーの年齢分布を把握したい,SIMILAR
2142,延滞額の分布を知りたい,0.470588,延滞ユーザーの年齢分布を把握したい,SIMILAR
2143,初回延滞と再延滞の顧客特性の違いは？,0.222222,売上が少ない地域の特徴は？,SIMILAR
2144,延滞の季節性を詳しく分析したい,0.294118,延滞ユーザーの年齢分布を把握したい,SIMILAR
2145,延滞解消までの平均期間は？,0.176471,延滞ユーザーの年齢分布を把握したい,NO_MATCH
2146,延滞中の顧客の購買行動は？,0.176471,延滞ユーザーの年齢分布を把握したい,NO_MATCH
2147,延滞解消後の購買回復パターンは？,0.176471,延滞ユーザーの年齢分布を把握したい,NO_MATCH
2148,延滞と他の金融サービス利用の関係は？,0.166667,売上が少ない地域の特徴は？,NO_MATCH
2149,複数回延滞する顧客の共通点は？,0.200000,売上が少ない地域の特徴は？,NO_MATCH
2150,少額延滞と高額延滞の顧客属性の違いは？,0.190476,世帯年収と個人年収の違いを考慮した分析は？,NO_MATCH
2151,延滞の連鎖反応を分析したい,0.411765,延滞ユーザーの年齢分布を把握したい,SIMILAR
2152,延滞前の購買行動の特徴的な変化は？,0.294118,売上が少ない地域の特徴は？,SIMILAR
2153,延滞予兆としての取引パターンの変化は？,0.190476,世帯年収と個人年収の違いを考慮した分析は？,NO_MATCH
2154,延滞と収入減少の関連性を推測できますか？,0.172414,一番取引が多いユーザは誰で、どのような取引をしていますか？,NO_MATCH
2155,延滞と失業の関係を分析したい,0.411765,延滞ユーザーの年齢分布を把握したい,SIMILAR
2156,延滞と医療費負担の関連は？,0.230769,売上が少ない地域の特徴は？,SIMILAR
2157,延滞と教育費の関係は？,0.230769,売上が少ない地域の特徴は？,SIMILAR
2158,延滞と住宅ローンの相関は？,0.230769,売上が少ない地域の特徴は？,SIMILAR
2159,延滞とギャンブル依存の可能性を探れますか？,0.206897,一番取引が多いユーザは誰で、どのような取引をしていますか？,SIMILAR
2160,Food & Drinkの細分類（外食、食材など）は？,0.518519,Food & Drink購入者が次に買うカテゴリは？,SIMILAR
2161,Entertainmentの詳細（映画、ゲーム、本など）は？,0.100000,売上が少ない地域の特徴は？,NO_MATCH
2162,Travelの内訳（交通費、宿泊費など）は？,0.103448,一番取引が多いユーザは誰で、どのような取引をしていますか？,NO_MATCH
2163,カテゴリ内の商品多様性を測定したい,0.235294,延滞ユーザーの年齢分布を把握したい,SIMILAR
2164,新規カテゴリの追加可能性を探りたい,0.185185,Food & Drinkカテゴリの売上推移の分析結果は,NO_MATCH
2165,カテゴリ分類の適切性を評価したい,0.294118,延滞ユーザーの年齢分布を把握したい,SIMILAR
2166,カテゴリ横断的な購買パターンの複雑性は？,0.200000,売上が少ない地域の特徴は？,NO_MATCH
2167,カテゴリ別の市場規模を推定したい,0.294118,延滞ユーザーの年齢分布を把握したい,SIMILAR
2168,カテゴリ別の成長ポテンシャルを評価したい,0.200000,延滞ユーザーの年齢分布を把握したい,NO_MATCH
2169,カテゴリ別の競争環境を分析したい,0.294118,延滞ユーザーの年齢分布を把握したい,SIMILAR
2170,全顧客の何パーセントが延滞経験者ですか？,0.222222,マルチデバイスユーザーの延滞率は他と比べて低いですか？,SIMILAR
2171,延滞未経験者の割合と特徴は？,0.285714,売上が少ない地域の特徴は？,SIMILAR
2172,延滞経験者の復活率はどのくらいですか？,0.296296,マルチデバイスユーザーの延滞率は他と比べて低いですか？,SIMILAR
2173,一度でも延滞した顧客の生涯価値は？,0.176471,売上が少ない地域の特徴は？,NO_MATCH
2174,延滞を完全に解消した顧客の割合は？,0.176471,売上が少ない地域の特徴は？,NO_MATCH
2175,延滞と信用情報の関係を分析したい,0.352941,延滞ユーザーの年齢分布を把握したい,SIMILAR
2176,延滞が将来の借入に与える影響は？,0.187500,売上が少ない地域の特徴は？,NO_MATCH
2177,延滞者向けの特別プログラムの効果は？,0.166667,売上が少ない地域の特徴は？,NO_MATCH
2178,延滞防止教育の必要性を データから示したい,0.285714,延滞ユーザーの年齢分布を把握したい,SIMILAR
2179,延滞者のファイナンシャルリテラシーは？,0.105263,延滞ユーザーの年齢分布を把握したい,NO_MATCH
2180,最頻値（モード）の顧客属性プロファイルは？,0.142857,売上が少ない地域の特徴は？,NO_MATCH
2181,中央値の取引額を教えてください,0.705882,学歴別の平均取引額を教えてください,SIMILAR
2182,平均値と中央値の乖離が大きい項目は？,0.190476,世帯年収と個人年収の違いを考慮した分析は？,NO_MATCH
2183,外れ値が多い変数を特定したい,0.235294,延滞ユーザーの年齢分布を把握したい,SIMILAR
2184,データの欠損パターンを分析したい,0.285714,クレジットカードの延滞がある人とない人の特徴を分析したい,SIMILAR
2185,各変数の分散を比較したい,0.352941,延滞ユーザーの年齢分布を把握したい,SIMILAR
2186,標準偏差が大きい変数は？,0.153846,売上が少ない地域の特徴は？,NO_MATCH
2187,歪度と尖度から分布の特徴を理解したい,0.250000,クレジットカードの延滞がある人とない人の特徴を分析したい,SIMILAR
2188,正規分布に従う変数はありますか？,0.172414,一番取引が多いユーザは誰で、どのような取引をしていますか？,NO_MATCH
2189,対数変換が有効な変数は？,0.153846,売上が少ない地域の特徴は？,NO_MATCH
2190,変数間の多重共線性を確認したい,0.235294,延滞ユーザーの年齢分布を把握したい,SIMILAR
2191,主成分分析で重要な変数を抽出したい,0.235294,延滞ユーザーの年齢分布を把握したい,SIMILAR
2192,因子分析で潜在変数を見つけたい,0.176471,延滞ユーザーの年齢分布を把握したい,NO_MATCH
2193,クラスター分析で顧客をグループ化したい,0.210526,延滞ユーザーの年齢分布を把握したい,SIMILAR
2194,決定木分析で重要な分岐点を知りたい,0.176471,延滞ユーザーの年齢分布を把握したい,NO_MATCH
2195,ランダムフォレストでの変数重要度は？,0.166667,売上が少ない地域の特徴は？,NO_MATCH
2196,勾配ブースティングでの予測精度は？,0.176471,売上が少ない地域の特徴は？,NO_MATCH
2197,ニューラルネットワークの適用可能性は？,0.157895,売上が少ない地域の特徴は？,NO_MATCH
2198,時系列分析での予測モデルを構築したい,0.277778,延滞ユーザーの年齢分布を把握したい,SIMILAR
2199,ARIMAモデルでの売上予測は？,0.187500,売上が少ない地域の特徴は？,NO_MATCH
2200,季節調整済みデータでのトレンド分析は？,0.190476,世帯年収と個人年収の違いを考慮した分析は？,NO_MATCH
2201,移動平均による平滑化の効果は？,0.200000,売上が少ない地域の特徴は？,NO_MATCH
2202,指数平滑法での短期予測は？,0.153846,売上が少ない地域の特徴は？,NO_MATCH
2203,回帰分析での説明変数の選択方法は？,0.176471,売上が少ない地域の特徴は？,NO_MATCH
2204,ロジスティック回帰での延滞予測は？,0.176471,売上が少ない地域の特徴は？,NO_MATCH
2205,多項ロジスティック回帰での カテゴリ選択予測は？,0.125000,売上が少ない地域の特徴は？,NO_MATCH
2206,ポアソン回帰での取引回数予測は？,0.172414,一番取引が多いユーザは誰で、どのような取引をしていますか？,NO_MATCH
2207,負の二項回帰の適用場面は？,0.153846,売上が少ない地域の特徴は？,NO_MATCH
2208,生存時間分析での顧客離脱予測は？,0.142857,世帯年収と個人年収の違いを考慮した分析は？,NO_MATCH
2209,Cox回帰での延滞発生リスクは？,0.148148,マルチデバイスユーザーの延滞率は他と比べて低いですか？,NO_MATCH
2210,Kaplan-Meier曲線での生存率推定は？,0.130435,売上が少ない地域の特徴は？,NO_MATCH
2211,競合リスクモデルでの複数イベント分析は？,0.238095,世帯年収と個人年収の違いを考慮した分析は？,SIMILAR
2212,傾向スコアマッチングでの因果効果推定は？,0.150000,売上が少ない地域の特徴は？,NO_MATCH
2213,差分の差分法での施策効果測定は？,0.142857,世帯年収と個人年収の違いを考慮した分析は？,NO_MATCH
2214,操作変数法での内生性の対処は？,0.200000,売上が少ない地域の特徴は？,NO_MATCH
2215,固定効果モデルでの個人差の制御は？,0.176471,売上が少ない地域の特徴は？,NO_MATCH
2216,ランダム効果モデルとの使い分けは？,0.190476,世帯年収と個人年収の違いを考慮した分析は？,NO_MATCH
2217,パネルデータ分析での時系列と横断面の統合は？,0.148148,マルチデバイスユーザーの延滞率は他と比べて低いですか？,NO_MATCH
2218,GMM推定での効率的なパラメータ推定は？,0.150000,売上が少ない地域の特徴は？,NO_MATCH
2219,ベイズ推定での事前分布の設定は？,0.187500,売上が少ない地域の特徴は？,NO_MATCH
2220,MCMC法でのサンプリングの収束診断は？,0.150000,売上が少ない地域の特徴は？,NO_MATCH
2221,階層ベイズモデルでの多層構造の分析は？,0.238095,世帯年収と個人年収の違いを考慮した分析は？,SIMILAR
2222,ベイズ ファクターでのモデル比較は？,0.166667,売上が少ない地域の特徴は？,NO_MATCH
2223,予測分布での不確実性の定量化は？,0.187500,売上が少ない地域の特徴は？,NO_MATCH
2224,信頼区間と信用区間の違いを説明してください,0.285714,学歴別の平均取引額を教えてください,SIMILAR
2225,点推定と区間推定の使い分けは？,0.285714,世帯年収と個人年収の違いを考慮した分析は？,SIMILAR
2226,仮説検定での第一種過誤と第二種過誤のバランスは？,0.125000,売上が少ない地域の特徴は？,NO_MATCH
2227,検出力分析でのサンプルサイズ設計は？,0.142857,世帯年収と個人年収の違いを考慮した分析は？,NO_MATCH
2228,多重比較の問題への対処方法は？,0.200000,売上が少ない地域の特徴は？,NO_MATCH
2229,Bonferroni補正の適用は？,0.192308,Food & Drink購入者が次に買うカテゴリは？,NO_MATCH
2230,FDR（偽発見率）制御の方法は？,0.187500,売上が少ない地域の特徴は？,NO_MATCH
2231,ノンパラメトリック検定の適用場面は？,0.166667,売上が少ない地域の特徴は？,NO_MATCH
2232,順位検定での頑健性は？,0.153846,売上が少ない地域の特徴は？,NO_MATCH
2233,置換検定でのp値計算は？,0.153846,売上が少ない地域の特徴は？,NO_MATCH
2234,ブートストラップ法での信頼区間推定は？,0.157895,売上が少ない地域の特徴は？,NO_MATCH
2235,ジャックナイフ法でのバイアス補正は？,0.166667,売上が少ない地域の特徴は？,NO_MATCH
2236,クロスバリデーションでのモデル評価は？,0.157895,売上が少ない地域の特徴は？,NO_MATCH
2237,ホールドアウト法での汎化性能評価は？,0.166667,売上が少ない地域の特徴は？,NO_MATCH
2238,k-分割交差検証での最適なk値は？,0.176471,売上が少ない地域の特徴は？,NO_MATCH
2239,層化サンプリングでの代表性確保は？,0.176471,売上が少ない地域の特徴は？,NO_MATCH
2240,時系列データでの交差検証の注意点は？,0.166667,売上が少ない地域の特徴は？,NO_MATCH
2241,リーケージ防止のためのデータ分割方法は？,0.150000,売上が少ない地域の特徴は？,NO_MATCH
2242,モデルの過学習を防ぐ正則化手法は？,0.117647,売上が少ない地域の特徴は？,NO_MATCH
2243,L1正則化（Lasso）とL2正則化（Ridge）の違いは？,0.100000,売上が少ない地域の特徴は？,NO_MATCH
2244,Elastic Netの利点は？,0.187500,売上が少ない地域の特徴は？,NO_MATCH
2245,早期停止での過学習抑制は？,0.153846,売上が少ない地域の特徴は？,NO_MATCH
2246,ドロップアウトでの汎化性能向上は？,0.176471,売上が少ない地域の特徴は？,NO_MATCH
2247,データ拡張での学習データ増強は？,0.142857,世帯年収と個人年収の違いを考慮した分析は？,NO_MATCH
2248,アンサンブル学習での予測精度向上は？,0.166667,売上が少ない地域の特徴は？,NO_MATCH
2249,バギングとブースティングの違いは？,0.176471,売上が少ない地域の特徴は？,NO_MATCH
2250,スタッキングでのメタモデル構築は？,0.142857,世帯年収と個人年収の違いを考慮した分析は？,NO_MATCH
2251,投票法でのモデル統合は？,0.153846,売上が少ない地域の特徴は？,NO_MATCH
2252,特徴量エンジニアリングの重要性は？,0.176471,売上が少ない地域の特徴は？,NO_MATCH
2253,ドメイン知識を活用した特徴量作成は？,0.222222,売上が少ない地域の特徴は？,SIMILAR
2254,交互作用項の追加効果は？,0.153846,売上が少ない地域の特徴は？,NO_MATCH
2255,多項式特徴量の生成は？,0.230769,売上が少ない地域の特徴は？,SIMILAR
